filepath,emotion,features
processed_emodb\15b09Wb.wav,W,"[-249.37075805664062, 95.63219451904297, -55.9565315246582, 65.5565414428711, -21.240001678466797, 25.235483169555664, -25.23162269592285, 10.581731796264648, -9.067292213439941, -8.984871864318848, -2.9796383380889893, -3.5238919258117676, 3.346952438354492, 116.71696472167969, 40.12879180908203, 49.34992980957031, 30.007604598999023, 36.821842193603516, 19.15445899963379, 21.626081466674805, 14.031038284301758, 12.64760971069336, 15.802587509155273, 10.79438304901123, 10.104571342468262, 7.428462505340576, 0.34934288263320923, 0.37747347354888916, 0.46788129210472107, 0.5254844427108765, 0.5127655267715454, 0.5198296308517456, 0.44263461232185364, 0.42198652029037476, 0.45684441924095154, 0.49610379338264465, 0.46349236369132996, 0.409317284822464, 0.290946900844574, 0.3169717788696289, 0.34643059968948364, 0.3424593508243561, 0.33408868312835693, 0.3556269705295563, 0.3385778069496155, 0.3620964288711548, 0.3532886207103729, 0.3427460193634033, 0.306377112865448, 0.32567545771598816, 1608.9459273717455, 782.9742773605881, 3404.118546195652, 1686.9167932248133, 0.02963654891304348, 0.03544462594847818]"
processed_emodb\03a02Fc.wav,F,"[-249.7271270751953, 93.01728820800781, -31.8593692779541, 39.79166793823242, -19.674766540527344, 24.08719825744629, -19.103025436401367, 4.507823467254639, -14.314406394958496, -6.19046688079834, -1.7840262651443481, -7.275413990020752, 2.854328155517578, 101.3095474243164, 38.1199836730957, 29.803585052490234, 30.240665435791016, 29.762969970703125, 13.113536834716797, 28.549440383911133, 13.999615669250488, 15.584537506103516, 13.960369110107422, 13.254804611206055, 9.122735023498535, 10.39484977722168, 0.27714085578918457, 0.37621453404426575, 0.44352179765701294, 0.4261977970600128, 0.47153469920158386, 0.4630567729473114, 0.42263635993003845, 0.3179015815258026, 0.3262595236301422, 0.4119654595851898, 0.3805285096168518, 0.2938705384731293, 0.3282124698162079, 0.38391953706741333, 0.390219509601593, 0.36963585019111633, 0.4091512858867645, 0.37924861907958984, 0.38474681973457336, 0.3507141172885895, 0.34261858463287354, 0.3845081031322479, 0.354714959859848, 0.3176010549068451, 1615.8687284022956, 883.5115838986958, 3419.0766433189656, 1646.7352372750904, 0.044304507902298854, 0.044209577920324136]"
processed_emodb\11a05Fb.wav,F,"[-254.01092529296875, 102.18132781982422, -27.041500091552734, 39.615726470947266, -13.795422554016113, 9.001636505126953, -16.357866287231445, 8.526006698608398, -7.500429153442383, -2.3190131187438965, 3.3243448734283447, -10.428509712219238, 0.758199155330658, 97.11357116699219, 65.99372863769531, 34.844886779785156, 33.10317611694336, 30.0523681640625, 25.5336971282959, 17.762516021728516, 14.87893009185791, 12.944668769836426, 11.86464786529541, 11.799415588378906, 11.847015380859375, 12.541937828063965, 0.3536580801010132, 0.4112778902053833, 0.47783076763153076, 0.433319628238678, 0.4182761311531067, 0.42386746406555176, 0.46121999621391296, 0.5189979672431946, 0.5266233682632446, 0.4523383378982544, 0.3740268647670746, 0.3402176797389984, 0.305630087852478, 0.33618685603141785, 0.38255617022514343, 0.3546464145183563, 0.36209097504615784, 0.3501391112804413, 0.34233394265174866, 0.3392964005470276, 0.3489508032798767, 0.33897820115089417, 0.2995353937149048, 0.3091045916080475, 1584.4284500053172, 1160.0495874930464, 2985.0226907169117, 1859.3471030796647, 0.0528109681372549, 0.06876697835289396]"
processed_emodb\08b03Nb.wav,N,"[-225.5615234375, 122.12356567382812, -11.307908058166504, 35.47935485839844, -26.044422149658203, 20.55581283569336, -10.011322975158691, -0.3214888572692871, -9.13645076751709, -5.334168434143066, -2.7243845462799072, -2.269318103790283, -2.5051379203796387, 88.33492279052734, 50.720333099365234, 35.005008697509766, 33.05474853515625, 25.403106689453125, 21.312740325927734, 19.267166137695312, 13.116450309753418, 13.98261547088623, 15.006768226623535, 9.778215408325195, 9.136157035827637, 13.025223731994629, 0.3899272084236145, 0.3713451325893402, 0.3311008810997009, 0.3249025046825409, 0.3426206707954407, 0.3145380914211273, 0.3172109127044678, 0.3657476305961609, 0.4191107451915741, 0.4143966734409332, 0.37845373153686523, 0.37260982394218445, 0.33145853877067566, 0.3407096564769745, 0.34827136993408203, 0.34718477725982666, 0.379552960395813, 0.35227999091148376, 0.3375014662742615, 0.3473743498325348, 0.3559432327747345, 0.3378647267818451, 0.3351401090621948, 0.3498615324497223, 1423.3283147564225, 1032.2494651653262, 2695.2615489130435, 1803.3138611276145, 0.04249563276397515, 0.04412540946165734]"
processed_emodb\14a05Ta.wav,T,"[-207.2903289794922, 121.36222839355469, -6.02632999420166, 67.357666015625, -16.20384979248047, 36.295387268066406, -5.067480087280273, 8.346975326538086, -9.281953811645508, -2.5265979766845703, 5.080816268920898, -5.293115139007568, 8.555920600891113, 79.13640594482422, 56.15102767944336, 29.13753318786621, 25.26349449157715, 28.667224884033203, 19.13617706298828, 18.338239669799805, 13.080770492553711, 12.05859088897705, 13.564455032348633, 10.20456314086914, 10.705801010131836, 10.344072341918945, 0.42786264419555664, 0.4771738052368164, 0.557060182094574, 0.6466837525367737, 0.6182233691215515, 0.4862961769104004, 0.4294467270374298, 0.4525211751461029, 0.4685289263725281, 0.45270273089408875, 0.48915213346481323, 0.4406464993953705, 0.29766789078712463, 0.30914244055747986, 0.3242248296737671, 0.32499828934669495, 0.32700270414352417, 0.33101794123649597, 0.3467863202095032, 0.3612428903579712, 0.3515373170375824, 0.31368130445480347, 0.32717013359069824, 0.2965228855609894, 1253.747300508237, 1101.4932265555422, 2562.8524116847825, 2030.4708164819956, 0.015688688858695652, 0.025466746831424275]"
processed_emodb\03b09Wa.wav,W,"[-244.3506622314453, 98.45738220214844, -38.17117691040039, 53.29011535644531, -5.872033596038818, 5.573047637939453, -11.343498229980469, 3.840390205383301, -18.857927322387695, -9.77878475189209, 0.5545693635940552, -9.10435962677002, 1.708255648612976, 92.7757339477539, 44.332061767578125, 40.801368713378906, 40.15269470214844, 27.572341918945312, 25.248863220214844, 15.704532623291016, 12.561914443969727, 13.791740417480469, 15.284411430358887, 13.228919982910156, 9.106263160705566, 10.638072967529297, 0.2857392430305481, 0.2872890532016754, 0.3511956036090851, 0.42559805512428284, 0.533790111541748, 0.5028947591781616, 0.4319223463535309, 0.44655129313468933, 0.41496631503105164, 0.38706672191619873, 0.3555834889411926, 0.30621621012687683, 0.2999911308288574, 0.3027469515800476, 0.328828901052475, 0.33428898453712463, 0.349296897649765, 0.3475472331047058, 0.3344436287879944, 0.37943291664123535, 0.36663034558296204, 0.33562734723091125, 0.324808806180954, 0.30871209502220154, 1734.8057235054332, 933.5306066881141, 3176.6642578125, 1556.6417064070015, 0.06083203125, 0.04437344331831629]"
processed_emodb\03b09La.wav,L,"[-251.4394073486328, 144.6235809326172, -15.557266235351562, 47.731571197509766, 9.395759582519531, 11.46191120147705, -10.242118835449219, -10.017850875854492, -9.660045623779297, 0.5403578877449036, -2.714224338531494, -6.798686504364014, 2.338329315185547, 99.30683898925781, 52.348331451416016, 37.656681060791016, 31.34369468688965, 25.5832576751709, 21.03465461730957, 16.66093635559082, 13.603950500488281, 14.71406364440918, 12.060755729675293, 13.229583740234375, 11.282161712646484, 8.825389862060547, 0.41140928864479065, 0.4556584060192108, 0.4260593056678772, 0.4201541244983673, 0.4687801003456116, 0.4265781342983246, 0.45789992809295654, 0.5157174468040466, 0.538939893245697, 0.4747142195701599, 0.3441655933856964, 0.36039233207702637, 0.27558383345603943, 0.30307483673095703, 0.3174997866153717, 0.3294137120246887, 0.3647077977657318, 0.33579501509666443, 0.3353801369667053, 0.29365038871765137, 0.30734309554100037, 0.3147030770778656, 0.2816706895828247, 0.2811032235622406, 1191.208791287406, 821.5866798198111, 2324.62890625, 1451.0806637097194, 0.040201822916666664, 0.05070523824991755]"
processed_emodb\03b02Na.wav,N,"[-219.72019958496094, 143.11875915527344, -18.318456649780273, 54.51124572753906, -14.030134201049805, 18.837804794311523, -8.314846992492676, -4.106728553771973, -12.463888168334961, 2.7292990684509277, 5.381811141967773, -4.343182563781738, 6.1740851402282715, 86.26158142089844, 60.0930290222168, 34.698917388916016, 30.961713790893555, 26.984664916992188, 23.090808868408203, 17.283905029296875, 13.5862398147583, 12.538148880004883, 10.908197402954102, 11.735309600830078, 10.735998153686523, 9.47732925415039, 0.4005318880081177, 0.4300469756126404, 0.4594991207122803, 0.49529674649238586, 0.486873984336853, 0.48912131786346436, 0.5166042447090149, 0.5026353597640991, 0.48623645305633545, 0.4296739995479584, 0.37737470865249634, 0.3457612991333008, 0.3025156259536743, 0.30438169836997986, 0.3351477384567261, 0.3339490592479706, 0.31835949420928955, 0.33689436316490173, 0.33109980821609497, 0.2847958505153656, 0.3256196677684784, 0.29994773864746094, 0.2877879738807678, 0.25625401735305786, 1316.5118729868939, 972.1147495246279, 2518.537001722441, 1716.5343754374862, 0.03254952017716536, 0.03262063954751813]"
processed_emodb\12a05Lb.wav,L,"[-237.89727783203125, 126.56827545166016, -25.543333053588867, 55.894142150878906, -7.520671844482422, 4.2371439933776855, -0.6150065064430237, 4.196110248565674, -22.97719955444336, 0.6342682838439941, 4.510608196258545, -7.212878704071045, 6.7463274002075195, 98.49526977539062, 49.12335968017578, 39.76975631713867, 27.641767501831055, 29.677133560180664, 23.37869644165039, 15.598671913146973, 15.061691284179688, 17.391002655029297, 8.985198974609375, 11.263935089111328, 12.916962623596191, 8.70335865020752, 0.42284366488456726, 0.43824782967567444, 0.47174718976020813, 0.5081653594970703, 0.47197580337524414, 0.4439300000667572, 0.3737904727458954, 0.37842538952827454, 0.42344599962234497, 0.3976063132286072, 0.3292776942253113, 0.3222764730453491, 0.34436675906181335, 0.33444666862487793, 0.3451003432273865, 0.3831638991832733, 0.35523349046707153, 0.3840735852718353, 0.360450804233551, 0.3497469127178192, 0.3780961334705353, 0.3577041029930115, 0.3143831491470337, 0.29089829325675964, 1144.0083852359726, 767.3835130042817, 2437.4280894886365, 1625.9984184871514, 0.02111150568181818, 0.022395086462346624]"
processed_emodb\13a07Lb.wav,L,"[-207.22244262695312, 88.29466247558594, -0.050151143223047256, 64.54682159423828, -10.753915786743164, 24.37251091003418, -12.563194274902344, 3.2204413414001465, -11.768167495727539, -10.176645278930664, 2.7348742485046387, -7.999503135681152, -2.284250259399414, 73.16366577148438, 44.69776153564453, 25.5484619140625, 21.17024803161621, 25.451969146728516, 23.39139175415039, 18.71686363220215, 15.503055572509766, 12.626524925231934, 13.566476821899414, 11.693610191345215, 9.144186973571777, 11.572599411010742, 0.29152119159698486, 0.43032416701316833, 0.4985187351703644, 0.37798425555229187, 0.2792154848575592, 0.22419783473014832, 0.27017220854759216, 0.27748897671699524, 0.21796944737434387, 0.2183433622121811, 0.1872043013572693, 0.2098187804222107, 0.33382853865623474, 0.3611914813518524, 0.40518179535865784, 0.33975037932395935, 0.35302841663360596, 0.309348464012146, 0.33816635608673096, 0.371748685836792, 0.28581851720809937, 0.28869205713272095, 0.2695261538028717, 0.2878393232822418, 1805.953961580477, 1341.6765371455288, 3437.73193359375, 1947.593512023852, 0.0748714524872449, 0.10464046056760286]"
processed_emodb\11b01Fc.wav,F,"[-250.78903198242188, 109.50480651855469, -31.32439422607422, 53.776798248291016, -9.19753646850586, 17.95110321044922, -18.642213821411133, 10.702948570251465, -1.706911325454712, -1.0278922319412231, -3.779172897338867, -10.174525260925293, 2.02246356010437, 104.14212036132812, 60.22115707397461, 42.60665512084961, 26.11652183532715, 29.969127655029297, 19.0955810546875, 18.866554260253906, 14.452935218811035, 13.613509178161621, 15.813809394836426, 11.833476066589355, 10.86939811706543, 10.64245891571045, 0.3677605390548706, 0.4206084609031677, 0.4472859799861908, 0.45932143926620483, 0.4629514217376709, 0.43431568145751953, 0.41774511337280273, 0.43191272020339966, 0.4341520071029663, 0.43435463309288025, 0.3786298930644989, 0.36319005489349365, 0.32237863540649414, 0.34152930974960327, 0.3404071629047394, 0.34772974252700806, 0.3662126958370209, 0.3587229549884796, 0.3440893292427063, 0.3486575484275818, 0.3567452132701874, 0.3666378855705261, 0.3050742745399475, 0.3203805387020111, 1562.2381647173343, 1118.2924240061982, 2973.9099451013512, 1888.0073064067165, 0.0386182080518018, 0.04356844576988481]"
processed_emodb\13b10Wc.wav,W,"[-249.50177001953125, 98.11990356445312, -59.34272766113281, 29.120569229125977, -23.706029891967773, -1.1079272031784058, -22.201623916625977, 5.967065334320068, -21.11412239074707, -9.812396049499512, -3.470029830932617, -3.07712459564209, -0.9313091039657593, 91.46678924560547, 27.787797927856445, 46.44102096557617, 25.792287826538086, 22.33728790283203, 19.891328811645508, 15.46556568145752, 13.364279747009277, 15.018745422363281, 15.24493408203125, 10.855903625488281, 12.478414535522461, 10.474529266357422, 0.25297945737838745, 0.27855217456817627, 0.3194468319416046, 0.3898756206035614, 0.43469229340553284, 0.3774632215499878, 0.3585415482521057, 0.36903318762779236, 0.3394429385662079, 0.3064882755279541, 0.2870284914970398, 0.26585763692855835, 0.3244611322879791, 0.3325330317020416, 0.34523481130599976, 0.36795154213905334, 0.3911571800708771, 0.33931952714920044, 0.37002700567245483, 0.37910351157188416, 0.34509435296058655, 0.3509905934333801, 0.3439462184906006, 0.32727208733558655, 1340.1557335532711, 448.57794216280325, 2632.2484509698274, 938.3395482523082, 0.037458748653017244, 0.029779483893559222]"
processed_emodb\16a04Ea.wav,E,"[-217.070556640625, 117.55256652832031, -47.831180572509766, 40.6695556640625, -7.046132564544678, 23.26206398010254, -19.200605392456055, -1.7978898286819458, -9.476473808288574, -7.210063457489014, 2.512028932571411, 2.816047430038452, -4.002707004547119, 93.29084777832031, 44.227970123291016, 42.15674591064453, 40.47077560424805, 18.97708511352539, 18.086397171020508, 21.372127532958984, 15.570711135864258, 12.810371398925781, 13.60434341430664, 9.69530200958252, 8.323832511901855, 10.734844207763672, 0.2881132960319519, 0.2649633288383484, 0.28353559970855713, 0.3437866270542145, 0.38781800866127014, 0.4229031503200531, 0.4659692049026489, 0.5290829539299011, 0.5276193022727966, 0.5017592310905457, 0.41479265689849854, 0.3214917778968811, 0.27960270643234253, 0.2839786112308502, 0.31702616810798645, 0.3504447042942047, 0.362834632396698, 0.3661791980266571, 0.35722944140434265, 0.3535780608654022, 0.34048551321029663, 0.34666186571121216, 0.3417189121246338, 0.311292827129364, 1348.3381636178788, 794.224631418048, 2617.688519021739, 1710.613209119057, 0.031746773097826086, 0.025997399283689097]"
processed_emodb\13b09Fb.wav,F,"[-220.03903198242188, 103.92180633544922, -36.02534866333008, 46.43535232543945, -13.121020317077637, 8.16894245147705, -18.693252563476562, 5.705422401428223, -18.457515716552734, -3.71999454498291, 1.5234956741333008, -5.417268753051758, 3.706669330596924, 92.25762939453125, 37.13840866088867, 42.269954681396484, 25.991662979125977, 22.903396606445312, 19.954753875732422, 14.463717460632324, 13.21937084197998, 14.727428436279297, 14.459573745727539, 11.527006149291992, 9.844261169433594, 13.054981231689453, 0.34319955110549927, 0.3368168771266937, 0.3240661025047302, 0.3346681296825409, 0.37217065691947937, 0.3214629590511322, 0.3129224181175232, 0.35864925384521484, 0.43552857637405396, 0.43078428506851196, 0.3421754539012909, 0.3395668864250183, 0.3406215012073517, 0.32732343673706055, 0.3434004485607147, 0.33942165970802307, 0.36479368805885315, 0.34344518184661865, 0.35444557666778564, 0.3436622619628906, 0.3835303783416748, 0.3884239196777344, 0.3296343684196472, 0.34238216280937195, 1223.1143759986912, 629.5163718073792, 2639.467104019657, 1593.5450556160827, 0.021728515625, 0.018915473724012574]"
