image_path,calories,protein,carbs,fat
../food-101/train\bruschetta\3032758.jpg,159.06,3.42,23.16,6.81
../food-101/train\bruschetta\3032772.jpg,170.92,3.79,23.72,6.18
../food-101/train\bruschetta\3034651.jpg,165.37,4.54,23.07,7.62
../food-101/train\bruschetta\3034672.jpg,174.35,4.23,22.21,7.19
../food-101/train\bruschetta\3048136.jpg,185.9,3.64,28.54,7.9
../food-101/train\bruschetta\304999.jpg,189.28,4.24,21.31,7.13
../food-101/train\bruschetta\3054977.jpg,173.3,4.48,23.27,7.33
../food-101/train\bruschetta\3056362.jpg,166.83,4.49,23.35,7.31
../food-101/train\bruschetta\3057103.jpg,174.67,3.41,25.0,7.16
../food-101/train\bruschetta\3071353.jpg,176.06,4.14,26.96,7.18
../food-101/train\bruschetta\3076386.jpg,160.22,3.68,28.67,7.17
../food-101/train\bruschetta\3077759.jpg,171.17,4.13,27.83,6.16
../food-101/train\bruschetta\3080699.jpg,189.57,3.74,23.57,7.07
../food-101/train\bruschetta\3088038.jpg,166.09,4.19,23.34,7.1
../food-101/train\bruschetta\311007.jpg,184.28,4.6,28.4,6.57
../food-101/train\bruschetta\3114331.jpg,162.25,4.56,24.23,6.68
../food-101/train\bruschetta\3115291.jpg,160.01,3.88,24.5,6.53
../food-101/train\bruschetta\3118141.jpg,189.25,3.6,23.04,7.84
../food-101/train\bruschetta\312457.jpg,173.79,4.54,22.93,8.0
../food-101/train\bruschetta\3129062.jpg,192.07,4.16,20.58,7.22
../food-101/train\bruschetta\3143110.jpg,184.03,4.31,27.78,7.23
../food-101/train\bruschetta\314594.jpg,186.23,4.11,27.21,7.54
../food-101/train\bruschetta\3151399.jpg,168.19,3.58,24.35,7.12
../food-101/train\bruschetta\3156753.jpg,187.78,3.81,20.01,6.75
../food-101/train\bruschetta\3157805.jpg,169.13,4.15,25.95,6.81
../food-101/train\bruschetta\3158630.jpg,172.49,3.53,24.26,7.97
../food-101/train\bruschetta\3173075.jpg,163.92,4.58,26.44,7.59
../food-101/train\bruschetta\3189272.jpg,171.09,4.09,19.73,6.69
../food-101/train\bruschetta\319689.jpg,185.99,4.6,20.0,6.45
../food-101/train\bruschetta\319847.jpg,173.01,3.89,20.9,6.28
../food-101/train\bruschetta\3204926.jpg,191.19,4.23,24.54,6.96
../food-101/train\bruschetta\3211652.jpg,191.08,3.72,25.49,6.67
../food-101/train\bruschetta\3213234.jpg,172.09,3.98,25.79,7.89
../food-101/train\bruschetta\3236653.jpg,188.62,4.4,22.86,6.01
../food-101/train\bruschetta\3240599.jpg,168.06,4.52,28.59,6.78
../food-101/train\bruschetta\3240770.jpg,184.3,3.97,24.88,6.15
../food-101/train\bruschetta\3244297.jpg,163.44,3.55,25.45,6.38
../food-101/train\bruschetta\3252872.jpg,171.92,3.96,23.86,8.02
../food-101/train\bruschetta\3255789.jpg,163.05,4.29,23.82,7.12
../food-101/train\bruschetta\3265867.jpg,162.43,4.53,24.09,6.43
../food-101/train\bruschetta\3266827.jpg,165.16,3.74,27.78,6.44
../food-101/train\bruschetta\3268163.jpg,169.87,3.49,24.75,6.8
../food-101/train\bruschetta\3271768.jpg,183.51,3.6,26.8,6.89
../food-101/train\bruschetta\3274211.jpg,177.3,4.02,22.39,7.47
../food-101/train\bruschetta\3276541.jpg,159.63,4.43,25.27,6.9
../food-101/train\bruschetta\3277490.jpg,165.25,4.26,27.81,6.45
../food-101/train\bruschetta\328027.jpg,174.16,4.38,22.03,6.98
../food-101/train\bruschetta\3292460.jpg,179.47,3.45,20.88,7.95
../food-101/train\bruschetta\329292.jpg,172.47,4.14,26.74,7.99
../food-101/train\bruschetta\3295830.jpg,187.36,3.75,25.81,6.8
../food-101/train\bruschetta\3298652.jpg,164.71,4.49,27.77,7.17
../food-101/train\bruschetta\3302850.jpg,161.62,4.05,23.32,6.04
../food-101/train\bruschetta\3332314.jpg,168.31,4.22,25.83,7.81
../food-101/train\bruschetta\3335983.jpg,165.17,3.65,19.23,6.51
../food-101/train\bruschetta\3341636.jpg,160.84,4.28,25.34,6.04
../food-101/train\bruschetta\3345006.jpg,160.85,3.52,20.19,6.43
../food-101/train\bruschetta\3346192.jpg,166.0,3.64,23.71,7.19
../food-101/train\bruschetta\335086.jpg,173.26,3.83,21.73,6.27
../food-101/train\bruschetta\3353967.jpg,181.72,4.48,25.38,5.97
../food-101/train\bruschetta\3362164.jpg,163.46,3.79,22.04,7.39
../food-101/train\bruschetta\3364210.jpg,158.48,3.65,23.88,7.35
../food-101/train\bruschetta\3366871.jpg,164.88,4.06,27.55,6.11
../food-101/train\bruschetta\3369868.jpg,184.47,3.87,23.69,7.92
../food-101/train\bruschetta\3375972.jpg,169.87,4.07,26.12,7.68
../food-101/train\bruschetta\3381192.jpg,175.59,3.53,19.29,7.05
../food-101/train\bruschetta\3387732.jpg,190.62,3.69,25.09,6.01
../food-101/train\bruschetta\3402831.jpg,171.97,3.92,26.64,6.76
../food-101/train\bruschetta\3414292.jpg,182.91,4.55,24.32,6.05
../food-101/train\bruschetta\3418743.jpg,172.45,4.4,23.17,7.42
../food-101/train\bruschetta\3425330.jpg,188.66,3.64,22.43,7.73
../food-101/train\bruschetta\3427450.jpg,187.32,4.04,25.79,6.43
../food-101/train\bruschetta\3431150.jpg,175.38,4.41,23.22,6.43
../food-101/train\bruschetta\3432013.jpg,165.45,3.63,21.35,7.76
../food-101/train\bruschetta\3435835.jpg,171.98,3.53,24.86,7.94
../food-101/train\bruschetta\3437632.jpg,179.98,4.4,26.77,6.93
../food-101/train\bruschetta\3439196.jpg,168.37,4.25,25.3,7.26
../food-101/train\bruschetta\3442113.jpg,177.17,4.16,24.41,7.12
../food-101/train\bruschetta\3447749.jpg,173.73,4.39,22.23,7.28
../food-101/train\bruschetta\3448989.jpg,178.75,3.98,22.76,5.96
../food-101/train\bruschetta\3453564.jpg,159.4,4.09,19.5,7.53
../food-101/train\bruschetta\3454297.jpg,191.97,3.83,23.61,6.29
../food-101/train\bruschetta\3462434.jpg,192.07,4.51,27.2,6.38
../food-101/train\bruschetta\3466366.jpg,189.26,4.13,24.15,7.3
../food-101/train\bruschetta\3477321.jpg,167.01,3.79,27.29,6.42
../food-101/train\bruschetta\3478312.jpg,185.19,4.34,24.3,7.08
../food-101/train\bruschetta\3479136.jpg,179.74,4.5,25.99,6.6
../food-101/train\bruschetta\3483391.jpg,187.75,4.51,27.93,6.4
../food-101/train\bruschetta\3485159.jpg,170.42,4.58,20.26,7.76
../food-101/train\bruschetta\3488428.jpg,169.06,4.58,22.21,6.4
../food-101/train\bruschetta\3489931.jpg,178.14,3.89,26.99,6.47
../food-101/train\bruschetta\3490776.jpg,158.32,3.73,26.96,7.39
../food-101/train\bruschetta\3491841.jpg,178.56,3.74,24.64,6.26
../food-101/train\bruschetta\3496454.jpg,173.17,4.27,23.94,6.64
../food-101/train\bruschetta\349807.jpg,161.5,4.28,27.67,7.64
../food-101/train\bruschetta\3507042.jpg,183.62,3.96,27.59,7.55
../food-101/train\bruschetta\3508813.jpg,179.11,3.47,23.29,7.92
../food-101/train\bruschetta\3513776.jpg,183.11,3.95,23.48,6.2
../food-101/train\bruschetta\3520338.jpg,168.8,3.94,27.81,7.66
../food-101/train\bruschetta\3522861.jpg,181.55,3.42,22.69,7.96
../food-101/train\bruschetta\3536472.jpg,177.18,4.23,28.02,7.74
../food-101/train\bruschetta\3539418.jpg,179.15,3.8,23.37,6.4
../food-101/train\bruschetta\3546543.jpg,182.54,4.17,26.44,6.22
../food-101/train\bruschetta\3559575.jpg,167.14,4.33,19.77,6.86
../food-101/train\bruschetta\3567017.jpg,184.36,4.02,21.98,6.6
../food-101/train\bruschetta\356900.jpg,158.54,4.02,19.61,8.04
../food-101/train\bruschetta\3579350.jpg,178.63,4.17,20.31,7.0
../food-101/train\bruschetta\3579764.jpg,163.65,4.6,23.79,7.05
../food-101/train\bruschetta\3585467.jpg,165.68,3.94,27.68,5.99
../food-101/train\bruschetta\3590197.jpg,177.74,4.38,26.54,7.4
../food-101/train\bruschetta\3608274.jpg,176.03,4.57,27.27,5.97
../food-101/train\bruschetta\3608420.jpg,186.96,4.0,27.53,6.06
../food-101/train\bruschetta\3624834.jpg,191.91,4.23,26.32,6.59
../food-101/train\bruschetta\3631846.jpg,161.57,3.51,24.2,5.99
../food-101/train\bruschetta\3637118.jpg,168.87,3.59,22.67,6.52
../food-101/train\bruschetta\3646425.jpg,171.71,4.3,24.58,6.09
../food-101/train\bruschetta\3647820.jpg,166.78,4.38,27.45,7.45
../food-101/train\bruschetta\3653732.jpg,185.9,4.4,21.73,7.75
../food-101/train\bruschetta\3660519.jpg,192.42,3.96,24.78,6.67
../food-101/train\bruschetta\3661348.jpg,192.16,4.4,21.91,6.82
../food-101/train\bruschetta\3665558.jpg,188.07,4.32,27.82,6.52
../food-101/train\bruschetta\3666774.jpg,170.01,4.18,21.88,6.36
../food-101/train\bruschetta\3672537.jpg,181.88,3.73,19.85,7.37
../food-101/train\bruschetta\3674146.jpg,187.12,4.44,22.24,6.99
../food-101/train\bruschetta\3678160.jpg,178.0,4.33,23.6,7.14
../food-101/train\bruschetta\3680885.jpg,182.35,3.87,26.04,6.97
../food-101/train\bruschetta\3684842.jpg,162.9,3.44,24.33,6.24
../food-101/train\bruschetta\3686514.jpg,190.33,4.06,28.68,6.59
../food-101/train\bruschetta\3687843.jpg,159.3,3.42,27.5,7.17
../food-101/train\bruschetta\3692447.jpg,160.75,3.91,28.53,7.38
../food-101/train\bruschetta\3696624.jpg,165.03,4.15,25.75,7.33
../food-101/train\bruschetta\3698659.jpg,177.4,4.56,21.67,7.46
../food-101/train\bruschetta\370034.jpg,190.42,3.48,20.23,7.89
../food-101/train\bruschetta\3711344.jpg,176.67,4.22,26.54,7.05
../food-101/train\bruschetta\3725479.jpg,174.44,3.49,24.34,7.3
../food-101/train\bruschetta\3725557.jpg,166.34,4.16,26.13,7.07
../food-101/train\bruschetta\3725753.jpg,181.34,3.79,28.6,7.33
../food-101/train\bruschetta\3733443.jpg,166.8,3.84,22.13,7.59
../food-101/train\bruschetta\3744159.jpg,158.26,4.2,21.17,7.09
../food-101/train\bruschetta\3753375.jpg,169.36,3.83,23.39,6.15
../food-101/train\bruschetta\3761603.jpg,176.79,4.17,23.26,6.94
../food-101/train\bruschetta\3761712.jpg,181.31,4.16,20.42,6.82
../food-101/train\bruschetta\3767735.jpg,189.56,3.7,27.17,7.73
../food-101/train\bruschetta\3771375.jpg,186.49,4.42,27.94,7.2
../food-101/train\bruschetta\3782173.jpg,179.37,3.79,28.71,6.41
../food-101/train\bruschetta\3782891.jpg,187.83,4.12,20.35,7.96
../food-101/train\bruschetta\3783507.jpg,168.13,4.21,23.54,6.89
../food-101/train\bruschetta\3785945.jpg,187.23,3.6,19.53,7.3
../food-101/train\bruschetta\3788400.jpg,162.62,3.76,25.38,6.65
../food-101/train\bruschetta\3790099.jpg,165.15,3.92,25.75,7.83
../food-101/train\bruschetta\3804720.jpg,177.4,4.14,28.42,6.79
../food-101/train\bruschetta\3805917.jpg,157.79,3.66,19.55,7.36
../food-101/train\bruschetta\3807020.jpg,169.91,4.46,27.29,6.7
../food-101/train\bruschetta\3810259.jpg,160.56,3.79,24.9,6.69
../food-101/train\bruschetta\3812218.jpg,170.49,3.83,24.93,7.8
../food-101/train\bruschetta\3816226.jpg,188.68,3.5,22.14,6.15
../food-101/train\bruschetta\3830785.jpg,188.22,4.17,19.31,6.09
../food-101/train\bruschetta\383142.jpg,188.96,3.48,19.61,7.93
../food-101/train\bruschetta\3836414.jpg,190.14,4.28,23.56,6.11
../food-101/train\bruschetta\3836578.jpg,185.27,3.5,23.74,7.09
../food-101/train\bruschetta\3838937.jpg,180.99,3.83,23.03,6.01
../food-101/train\bruschetta\3840164.jpg,182.82,3.63,25.55,6.23
../food-101/train\bruschetta\3845843.jpg,172.35,3.99,24.37,7.61
../food-101/train\bruschetta\3849230.jpg,169.84,3.57,22.58,7.2
../food-101/train\bruschetta\3856795.jpg,166.78,3.63,24.28,6.42
../food-101/train\bruschetta\3858477.jpg,168.68,3.51,27.97,6.88
../food-101/train\bruschetta\3859601.jpg,165.17,3.73,24.72,6.98
../food-101/train\bruschetta\3878041.jpg,162.96,3.66,26.43,7.41
../food-101/train\bruschetta\3888564.jpg,164.4,3.55,21.57,6.74
../food-101/train\bruschetta\3889150.jpg,174.87,4.01,19.36,6.28
../food-101/train\bruschetta\3890204.jpg,173.62,3.74,20.04,8.0
../food-101/train\bruschetta\3895467.jpg,171.52,4.52,19.89,7.6
../food-101/train\bruschetta\3896645.jpg,189.68,4.13,22.67,7.83
../food-101/train\bruschetta\389731.jpg,171.89,3.87,20.08,7.83
../food-101/train\bruschetta\3900014.jpg,187.3,4.37,24.19,7.19
../food-101/train\bruschetta\3909216.jpg,176.91,4.6,22.5,6.54
../food-101/train\bruschetta\3909318.jpg,182.35,3.8,28.09,6.58
../food-101/train\bruschetta\390949.jpg,159.9,3.85,26.93,7.49
../food-101/train\bruschetta\3909496.jpg,192.41,3.63,20.05,6.48
../food-101/train\bruschetta\3911221.jpg,166.22,4.32,25.43,6.98
../food-101/train\bruschetta\3915793.jpg,168.52,4.45,26.17,7.35
../food-101/train\bruschetta\3921893.jpg,183.33,4.02,23.04,7.52
../food-101/train\bruschetta\3922510.jpg,182.11,4.14,19.87,6.48
../food-101/train\bruschetta\396542.jpg,169.69,3.81,22.8,7.0
../food-101/train\bruschetta\40166.jpg,174.96,4.04,27.3,6.2
../food-101/train\bruschetta\405905.jpg,160.65,4.11,28.13,6.44
../food-101/train\bruschetta\40681.jpg,187.33,4.05,19.5,6.9
../food-101/train\bruschetta\410901.jpg,188.4,3.57,23.85,6.69
../food-101/train\bruschetta\41703.jpg,170.16,4.31,21.89,6.34
../food-101/train\bruschetta\423382.jpg,183.88,3.86,23.53,6.41
../food-101/train\bruschetta\424432.jpg,172.96,4.51,28.18,7.22
../food-101/train\bruschetta\439852.jpg,186.77,4.1,21.74,7.69
../food-101/train\bruschetta\440365.jpg,157.52,4.39,20.64,7.54
../food-101/train\bruschetta\440548.jpg,161.42,4.06,22.07,6.71
../food-101/train\bruschetta\442358.jpg,184.56,3.68,22.78,7.92
../food-101/train\bruschetta\442551.jpg,172.3,3.83,28.59,7.37
../food-101/train\bruschetta\446521.jpg,184.35,3.74,21.22,6.21
../food-101/train\bruschetta\454483.jpg,187.43,4.54,26.03,7.75
../food-101/train\bruschetta\461152.jpg,189.93,4.47,24.25,7.41
../food-101/train\bruschetta\461491.jpg,164.08,3.82,19.77,7.97
../food-101/train\bruschetta\464463.jpg,172.28,4.57,23.22,6.66
../food-101/train\bruschetta\465449.jpg,180.76,4.41,25.57,7.98
../food-101/train\bruschetta\466716.jpg,191.06,4.38,20.16,6.34
../food-101/train\bruschetta\470456.jpg,172.56,3.83,26.18,7.7
../food-101/train\bruschetta\474714.jpg,177.66,4.42,20.16,7.59
../food-101/train\bruschetta\481170.jpg,162.81,3.69,22.71,6.16
../food-101/train\bruschetta\485242.jpg,161.19,4.15,23.19,7.73
../food-101/train\bruschetta\490858.jpg,185.39,3.93,19.75,6.67
../food-101/train\bruschetta\491245.jpg,172.24,4.29,20.6,5.98
../food-101/train\bruschetta\506289.jpg,176.47,4.31,21.63,7.55
../food-101/train\bruschetta\510768.jpg,163.83,3.85,24.53,6.74
../food-101/train\bruschetta\516147.jpg,158.19,3.6,26.28,7.53
../food-101/train\bruschetta\516220.jpg,163.35,3.46,25.09,8.0
../food-101/train\bruschetta\522307.jpg,167.05,4.2,20.44,6.28
../food-101/train\bruschetta\527591.jpg,172.7,4.0,19.32,6.94
../food-101/train\bruschetta\529510.jpg,184.52,4.52,26.73,7.76
../food-101/train\bruschetta\531632.jpg,165.75,3.76,25.5,6.92
../food-101/train\bruschetta\53730.jpg,166.06,3.61,25.97,7.43
../food-101/train\bruschetta\541720.jpg,188.14,4.24,21.39,7.13
../food-101/train\bruschetta\547406.jpg,183.24,3.72,26.87,6.14
../food-101/train\bruschetta\550283.jpg,165.88,3.92,25.17,7.48
../food-101/train\bruschetta\550789.jpg,160.13,4.14,26.03,7.57
../food-101/train\bruschetta\553065.jpg,184.36,4.52,19.9,7.2
../food-101/train\bruschetta\56135.jpg,159.08,4.07,19.62,7.2
../food-101/train\bruschetta\570751.jpg,165.93,4.37,23.94,7.85
../food-101/train\bruschetta\575963.jpg,187.24,3.73,22.4,6.72
../food-101/train\bruschetta\579052.jpg,183.17,4.15,26.94,6.74
../food-101/train\bruschetta\582293.jpg,187.25,4.36,22.97,6.22
../food-101/train\bruschetta\589236.jpg,176.82,3.63,22.34,8.01
../food-101/train\bruschetta\590022.jpg,184.93,4.26,20.72,7.47
../food-101/train\bruschetta\594474.jpg,167.13,4.46,20.91,5.99
../food-101/train\bruschetta\596242.jpg,172.58,4.13,26.1,7.07
../food-101/train\bruschetta\60262.jpg,183.44,4.53,28.68,7.74
../food-101/train\bruschetta\603022.jpg,183.21,3.63,21.0,6.54
../food-101/train\bruschetta\603240.jpg,186.61,4.52,19.88,7.0
../food-101/train\bruschetta\609064.jpg,190.22,3.58,24.42,6.81
../food-101/train\bruschetta\61059.jpg,186.2,4.39,27.14,6.66
../food-101/train\bruschetta\617001.jpg,181.72,3.4,21.29,6.33
../food-101/train\bruschetta\619290.jpg,158.84,3.56,19.63,6.12
../food-101/train\bruschetta\62067.jpg,190.65,3.98,19.49,6.26
../food-101/train\bruschetta\624778.jpg,188.55,3.73,22.75,7.65
../food-101/train\bruschetta\629893.jpg,179.43,3.69,26.89,6.19
../food-101/train\bruschetta\630329.jpg,158.87,3.61,26.41,7.08
../food-101/train\bruschetta\634519.jpg,168.21,4.48,19.9,7.64
../food-101/train\bruschetta\635706.jpg,182.11,3.43,24.48,6.13
../food-101/train\bruschetta\642998.jpg,181.54,3.87,25.89,6.63
../food-101/train\bruschetta\643181.jpg,164.13,4.59,28.43,6.8
../food-101/train\bruschetta\652106.jpg,190.75,3.45,28.34,6.68
../food-101/train\bruschetta\654414.jpg,160.64,3.67,24.46,6.13
../food-101/train\bruschetta\658055.jpg,162.2,4.16,19.75,6.1
../food-101/train\bruschetta\659139.jpg,162.72,3.94,20.36,6.83
../food-101/train\bruschetta\668600.jpg,171.34,3.98,21.98,6.9
../food-101/train\bruschetta\679885.jpg,186.46,4.18,23.99,6.96
../food-101/train\bruschetta\679949.jpg,166.79,3.94,24.28,8.04
../food-101/train\bruschetta\683477.jpg,176.73,4.07,19.82,7.67
../food-101/train\bruschetta\68874.jpg,173.32,4.06,24.61,7.93
../food-101/train\bruschetta\692779.jpg,158.91,3.99,28.58,7.96
../food-101/train\bruschetta\694402.jpg,172.57,3.66,19.56,7.57
../food-101/train\bruschetta\696118.jpg,164.79,3.78,25.69,6.19
../food-101/train\bruschetta\703913.jpg,166.95,4.03,24.24,7.38
../food-101/train\bruschetta\705125.jpg,191.12,4.3,24.02,6.52
../food-101/train\bruschetta\71115.jpg,191.49,4.16,27.75,7.28
../food-101/train\bruschetta\711623.jpg,177.3,4.34,25.47,7.09
../food-101/train\bruschetta\714223.jpg,180.56,3.71,19.61,7.8
../food-101/train\bruschetta\714238.jpg,191.25,3.84,27.78,6.5
../food-101/train\bruschetta\718161.jpg,187.3,3.74,22.15,8.02
../food-101/train\bruschetta\719733.jpg,191.06,4.31,27.44,6.41
../food-101/train\bruschetta\726565.jpg,173.23,4.08,24.09,7.77
../food-101/train\bruschetta\726930.jpg,185.41,3.73,27.46,6.86
../food-101/train\bruschetta\727079.jpg,158.84,4.52,19.44,6.22
../food-101/train\bruschetta\728461.jpg,179.96,3.52,23.62,6.01
../food-101/train\bruschetta\728667.jpg,158.33,4.26,25.46,7.37
../food-101/train\bruschetta\731436.jpg,184.58,3.72,25.61,6.89
../food-101/train\bruschetta\733228.jpg,176.66,3.82,28.45,7.83
../food-101/train\bruschetta\734432.jpg,167.35,4.12,21.3,7.92
../food-101/train\bruschetta\74398.jpg,160.91,4.24,21.55,7.2
../food-101/train\bruschetta\744140.jpg,164.87,4.47,19.27,6.01
../food-101/train\bruschetta\745164.jpg,167.2,4.55,21.31,6.7
../food-101/train\bruschetta\746674.jpg,165.94,3.86,27.79,7.74
../food-101/train\bruschetta\750055.jpg,183.82,3.57,21.83,6.02
../food-101/train\bruschetta\752184.jpg,192.4,4.34,27.42,6.62
../food-101/train\bruschetta\754230.jpg,169.94,4.48,26.6,7.91
../food-101/train\bruschetta\754320.jpg,171.11,4.38,24.43,7.32
../food-101/train\bruschetta\75527.jpg,171.09,3.65,26.71,7.14
../food-101/train\bruschetta\759564.jpg,173.59,4.56,23.03,7.13
../food-101/train\bruschetta\764909.jpg,178.22,3.62,20.18,7.6
../food-101/train\bruschetta\76583.jpg,169.53,3.97,22.9,6.78
../food-101/train\bruschetta\769429.jpg,191.0,3.78,26.21,6.96
../food-101/train\bruschetta\770721.jpg,180.25,3.42,22.86,7.23
../food-101/train\bruschetta\771418.jpg,160.03,4.35,25.09,7.66
../food-101/train\bruschetta\775044.jpg,191.19,4.49,19.66,6.81
../food-101/train\bruschetta\775093.jpg,189.22,3.84,27.71,7.98
../food-101/train\bruschetta\77754.jpg,186.43,4.33,23.73,7.14
../food-101/train\bruschetta\78145.jpg,166.29,4.29,20.36,7.32
../food-101/train\bruschetta\788102.jpg,162.84,3.48,25.13,7.05
../food-101/train\bruschetta\792092.jpg,169.96,4.03,21.16,5.99
../food-101/train\bruschetta\794083.jpg,183.73,3.63,27.4,6.33
../food-101/train\bruschetta\796847.jpg,168.14,3.89,19.73,6.33
../food-101/train\bruschetta\796896.jpg,186.18,3.57,28.14,6.58
../food-101/train\bruschetta\799347.jpg,164.86,3.48,20.28,5.97
../food-101/train\bruschetta\80102.jpg,188.64,4.46,21.79,7.33
../food-101/train\bruschetta\81247.jpg,164.91,3.79,26.11,6.75
../food-101/train\bruschetta\812769.jpg,169.1,4.02,23.4,7.11
../food-101/train\bruschetta\81598.jpg,159.82,3.99,22.27,7.53
../food-101/train\bruschetta\819342.jpg,178.82,3.71,21.38,7.27
../food-101/train\bruschetta\820545.jpg,174.94,3.95,20.99,6.3
../food-101/train\bruschetta\823321.jpg,176.24,3.53,23.89,7.45
../food-101/train\bruschetta\82635.jpg,186.8,4.02,22.71,7.21
../food-101/train\bruschetta\827314.jpg,171.34,4.58,26.27,6.83
../food-101/train\bruschetta\827942.jpg,179.06,4.36,27.75,6.59
../food-101/train\bruschetta\829059.jpg,187.18,4.34,24.71,6.19
../food-101/train\bruschetta\832561.jpg,177.29,3.42,26.76,7.18
../food-101/train\bruschetta\832695.jpg,177.43,3.52,24.82,6.15
../food-101/train\bruschetta\833324.jpg,175.43,3.84,25.59,6.8
../food-101/train\bruschetta\834980.jpg,168.35,3.48,22.33,6.82
../food-101/train\bruschetta\835102.jpg,161.58,4.3,19.5,6.49
../food-101/train\bruschetta\837612.jpg,184.71,4.21,26.11,6.38
../food-101/train\bruschetta\839902.jpg,190.16,3.63,28.58,7.64
../food-101/train\bruschetta\840066.jpg,179.12,4.51,24.54,6.14
../food-101/train\bruschetta\848012.jpg,159.57,3.63,21.83,6.61
../food-101/train\bruschetta\856391.jpg,176.38,4.4,20.96,6.11
../food-101/train\bruschetta\858370.jpg,191.72,4.58,19.63,7.48
../food-101/train\bruschetta\88180.jpg,186.76,4.24,26.62,6.76
../food-101/train\bruschetta\88490.jpg,183.32,4.53,22.87,6.0
../food-101/train\bruschetta\888764.jpg,191.22,3.49,28.42,7.78
../food-101/train\bruschetta\891236.jpg,174.05,3.96,23.35,6.13
../food-101/train\bruschetta\891844.jpg,172.81,3.84,23.88,5.98
../food-101/train\bruschetta\896618.jpg,169.55,4.12,27.35,7.65
../food-101/train\bruschetta\898546.jpg,173.22,3.68,23.81,6.82
../food-101/train\bruschetta\901110.jpg,158.62,3.68,24.81,6.78
../food-101/train\bruschetta\902576.jpg,171.33,4.16,23.86,6.01
../food-101/train\bruschetta\903081.jpg,183.08,3.76,24.84,6.57
../food-101/train\bruschetta\904131.jpg,187.42,3.64,20.78,7.57
../food-101/train\bruschetta\907138.jpg,183.19,4.39,26.3,6.27
../food-101/train\bruschetta\907469.jpg,181.6,3.66,24.84,6.17
